Te_K,Tc_K,superheat_K,subcool_K,h1,h2s,h2,h3,Qe,Wc,COP,P1,P3
276.0666667,317.7333333,0,2.5,400295.8401,426511.2388,435249.705,259531.5304,140764.3096,34953.86493,4.027145779,325025.9542,1147433.542
276.0666667,317.7333333,0,5,400295.8401,426511.2388,435249.705,255787.5467,144508.2934,34953.86493,4.134257933,325025.9542,1147433.542
276.0666667,317.7333333,0,7.5,400295.8401,426511.2388,435249.705,252076.0055,148219.8345,34953.86493,4.240441931,325025.9542,1147433.542
276.0666667,317.7333333,0,10,400295.8401,426511.2388,435249.705,248395.2702,151900.5699,34953.86493,4.345744602,325025.9542,1147433.542
276.0666667,317.7333333,2.5,0,401730.2862,426104.579,434229.3432,263309.7565,138420.5297,32499.057,4.259216804,354752.0672,1147433.542
276.0666667,317.7333333,2.5,2.5,401730.2862,426104.579,434229.3432,259531.5304,142198.7558,32499.057,4.375473288,354752.0672,1147433.542
276.0666667,317.7333333,2.5,5,401730.2862,426104.579,434229.3432,255787.5467,145942.7395,32499.057,4.490676131,354752.0672,1147433.542
276.0666667,317.7333333,2.5,7.5,401730.2862,426104.579,434229.3432,252076.0055,149654.2807,32499.057,4.60488071,354752.0672,1147433.542
276.0666667,317.7333333,2.5,10,401730.2862,426104.579,434229.3432,248395.2702,153335.016,32499.057,4.718137392,354752.0672,1147433.542
276.0666667,317.7333333,5,0,403148.8345,425720.0172,433243.7448,263309.7565,139839.078,30094.91034,4.646602245,386515.9908,1147433.542
276.0666667,317.7333333,5,2.5,403148.8345,425720.0172,433243.7448,259531.5304,143617.304,30094.91034,4.772145935,386515.9908,1147433.542
276.0666667,317.7333333,5,5,403148.8345,425720.0172,433243.7448,255787.5467,147361.2878,30094.91034,4.896551813,386515.9908,1147433.542
276.0666667,317.7333333,5,7.5,403148.8345,425720.0172,433243.7448,252076.0055,151072.8289,30094.91034,5.019879681,386515.9908,1147433.542
276.0666667,317.7333333,5,10,403148.8345,425720.0172,433243.7448,248395.2702,154753.5643,30094.91034,5.142183928,386515.9908,1147433.542
276.0666667,317.7333333,7.5,0,404550.5186,425355.5733,432290.5915,263309.7565,141240.7621,27740.0729,5.09157862,420407.7193,1147433.542
276.0666667,317.7333333,7.5,2.5,404550.5186,425355.5733,432290.5915,259531.5304,145018.9882,27740.0729,5.227779635,420407.7193,1147433.542
276.0666667,317.7333333,7.5,5,404550.5186,425355.5733,432290.5915,255787.5467,148762.9719,27740.0729,5.36274625,420407.7193,1147433.542
276.0666667,317.7333333,7.5,7.5,404550.5186,425355.5733,432290.5915,252076.0055,152474.5131,27740.0729,5.496543344,420407.7193,1147433.542
276.0666667,317.7333333,7.5,10,404550.5186,425355.5733,432290.5915,248395.2702,156155.2484,27740.0729,5.629229922,420407.7193,1147433.542
276.0666667,317.7333333,10,0,405934.3216,425009.2914,431367.6147,263309.7565,142624.565,25433.29314,5.607789925,456518.8102,1147433.542
276.0666667,317.7333333,10,2.5,405934.3216,425009.2914,431367.6147,259531.5304,146402.7911,25433.29314,5.756344266,456518.8102,1147433.542
276.0666667,317.7333333,10,5,405934.3216,425009.2914,431367.6147,255787.5467,150146.7749,25433.29314,5.903552247,456518.8102,1147433.542
276.0666667,318.15,0,0,400295.8401,426736.5188,435550.0784,263942.9265,136352.9135,35254.2383,3.867702724,325025.9542,1159924.238
276.0666667,318.15,0,2.5,400295.8401,426736.5188,435550.0784,260158.8056,140137.0344,35254.2383,3.975040766,325025.9542,1159924.238
276.0666667,318.15,0,5,400295.8401,426736.5188,435550.0784,256409.2446,143886.5955,35254.2383,4.081398505,325025.9542,1159924.238
276.0666667,318.15,0,7.5,400295.8401,426736.5188,435550.0784,252692.4141,147603.426,35254.2383,4.186827828,325025.9542,1159924.238
276.0666667,318.15,0,10,400295.8401,426736.5188,435550.0784,249006.6519,151289.1882,35254.2383,4.291375888,325025.9542,1159924.238
276.0666667,318.15,2.5,0,401730.2862,426329.2882,434528.9555,263942.9265,137787.3597,32798.66927,4.201004575,354752.0672,1159924.238
276.0666667,318.15,2.5,2.5,401730.2862,426329.2882,434528.9555,260158.8056,141571.4806,32798.66927,4.316378796,354752.0672,1159924.238
276.0666667,318.15,2.5,5,401730.2862,426329.2882,434528.9555,256409.2446,145321.0417,32798.66927,4.430699321,354752.0672,1159924.238
276.0666667,318.15,2.5,7.5,401730.2862,426329.2882,434528.9555,252692.4141,149037.8721,32798.66927,4.54402192,354752.0672,1159924.238
276.0666667,318.15,2.5,10,401730.2862,426329.2882,434528.9555,249006.6519,152723.6344,32798.66927,4.656397279,354752.0672,1159924.238
276.0666667,318.15,5,0,403148.8345,425944.1855,433542.6358,263942.9265,139205.9079,30393.80131,4.580075605,386515.9908,1159924.238
276.0666667,318.15,5,2.5,403148.8345,425944.1855,433542.6358,260158.8056,142990.0288,30393.80131,4.704578653,386515.9908,1159924.238
276.0666667,318.15,5,5,403148.8345,425944.1855,433542.6358,256409.2446,146739.5899,30393.80131,4.827944633,386515.9908,1159924.238
276.0666667,318.15,5,7.5,403148.8345,425944.1855,433542.6358,252692.4141,150456.4204,30393.80131,4.950233728,386515.9908,1159924.238
276.0666667,318.15,5,10,403148.8345,425944.1855,433542.6358,249006.6519,154142.1826,30393.80131,5.071500634,386515.9908,1159924.238
276.0666667,318.15,7.5,0,404550.5186,425579.2278,432588.7975,263942.9265,140607.5921,28038.27889,5.014843908,420407.7193,1159924.238
276.0666667,318.15,7.5,2.5,404550.5186,425579.2278,432588.7975,260158.8056,144391.713,28038.27889,5.149806576,420407.7193,1159924.238
276.0666667,318.15,7.5,5,404550.5186,425579.2278,432588.7975,256409.2446,148141.2741,28038.27889,5.283536649,420407.7193,1159924.238
276.0666667,318.15,7.5,7.5,404550.5186,425579.2278,432588.7975,252692.4141,151858.1045,28038.27889,5.416099366,420407.7193,1159924.238
276.0666667,318.15,7.5,10,404550.5186,425579.2278,432588.7975,249006.6519,155543.8668,28038.27889,5.54755402,420407.7193,1159924.238
276.0666667,318.15,10,0,405934.3216,425232.4568,431665.1685,263942.9265,141991.395,25730.847,5.518333502,456518.8102,1159924.238
276.0666667,318.15,10,2.5,405934.3216,425232.4568,431665.1685,260158.8056,145775.5159,25730.847,5.665399042,456518.8102,1159924.238
276.0666667,318.15,10,5,405934.3216,425232.4568,431665.1685,256409.2446,149525.077,25730.847,5.811121454,456518.8102,1159924.238
276.0666667,318.15,10,7.5,405934.3216,425232.4568,431665.1685,252692.4141,153241.9074,25730.847,5.955571827,456518.8102,1159924.238
276.4833333,308.15,0,0,400535.9788,421067.6084,427911.4849,249006.6519,151529.327,27375.50606,5.535215555,329842.5638,886980.9836
276.4833333,308.15,0,2.5,400535.9788,421067.6084,427911.4849,245350.4409,155185.5379,27375.50606,5.668773301,329842.5638,886980.9836
276.4833333,308.15,0,5,400535.9788,421067.6084,427911.4849,241722.3923,158813.5865,27375.50606,5.801302309,329842.5638,886980.9836
276.4833333,308.15,0,7.5,400535.9788,421067.6084,427911.4849,238121.2296,162414.7492,27375.50606,5.932849198,329842.5638,886980.9836
276.4833333,308.5666667,0,0,400535.9788,421309.1258,428233.5082,249618.8541,150917.1247,27697.52932,5.448757649,329842.5638,897279.9879
276.4833333,308.5666667,0,2.5,400535.9788,421309.1258,428233.5082,245957.8177,154578.1612,27697.52932,5.580936818,329842.5638,897279.9879
276.4833333,308.5666667,0,5,400535.9788,421309.1258,428233.5082,242325.1668,158210.812,27697.52932,5.712091146,329842.5638,897279.9879
276.4833333,308.5666667,0,7.5,400535.9788,421309.1258,428233.5082,238719.6074,161816.3714,27697.52932,5.842267357,329842.5638,897279.9879
276.4833333,308.5666667,0,10,400535.9788,421309.1258,428233.5082,235139.9473,165396.0315,27697.52932,5.971508491,329842.5638,897279.9879
276.4833333,308.9833333,0,0,400535.9788,421549.9225,428554.5704,250231.8837,150304.0952,28018.59153,5.364441499,329842.5638,907668.5584
276.4833333,308.9833333,0,2.5,400535.9788,421549.9225,428554.5704,246565.9826,153969.9962,28018.59153,5.495279661,329842.5638,907668.5584
276.4833333,308.9833333,0,5,400535.9788,421549.9225,428554.5704,242928.6937,157607.2852,28018.59153,5.625096643,329842.5638,907668.5584
276.4833333,308.9833333,0,7.5,400535.9788,421549.9225,428554.5704,239318.7044,161217.2744,28018.59153,5.753939281,329842.5638,907668.5584
276.4833333,308.9833333,0,10,400535.9788,421549.9225,428554.5704,235734.8065,164801.1723,28018.59153,5.881850702,329842.5638,907668.5584
276.4833333,308.9833333,2.5,0,401967.8405,421158.96,427555.9998,250231.8837,151735.9568,25588.15939,5.929928546,359902.1288,907668.5584
276.4833333,309.4,0,0,400535.9788,421789.9993,428874.6728,250845.7474,149690.2314,28338.69395,5.282185257,329842.5638,918147.203
276.4833333,309.4,0,2.5,400535.9788,421789.9993,428874.6728,247174.9421,153361.0367,28338.69395,5.411718585,329842.5638,918147.203
276.4833333,309.4,0,5,400535.9788,421789.9993,428874.6728,243532.9786,157003.0002,28338.69395,5.540234159,329842.5638,918147.203
276.4833333,309.4,0,7.5,400535.9788,421789.9993,428874.6728,239918.526,160617.4529,28338.69395,5.667778944,329842.5638,918147.203
276.4833333,309.4,0,10,400535.9788,421789.9993,428874.6728,236330.3594,164205.6195,28338.69395,5.794396162,329842.5638,918147.203
276.4833333,309.4,2.5,0,401967.8405,421398.4708,427875.3476,250845.7474,151122.093,25907.50717,5.833139099,359902.1288,918147.203
276.4833333,309.4,2.5,2.5,401967.8405,421398.4708,427875.3476,247174.9421,154792.8983,25907.50717,5.974827966,359902.1288,918147.203
276.4833333,309.8166667,0,0,400535.9788,422029.3572,429193.8167,251460.4524,149075.5264,28657.83783,5.201911161,329842.5638,928716.4317
276.4833333,309.8166667,0,2.5,400535.9788,422029.3572,429193.8167,247784.7025,152751.2764,28657.83783,5.330174498,329842.5638,928716.4317
276.4833333,309.8166667,0,5,400535.9788,422029.3572,429193.8167,244138.0275,156397.9514,28657.83783,5.457423281,329842.5638,928716.4317
276.4833333,309.8166667,0,7.5,400535.9788,422029.3572,429193.8167,240519.0775,160016.9014,28657.83783,5.583704616,329842.5638,928716.4317
276.4833333,309.8166667,0,10,400535.9788,422029.3572,429193.8167,236926.6108,163609.368,28657.83783,5.709061829,329842.5638,928716.4317
276.4833333,309.8166667,2.5,0,401967.8405,421637.2629,428193.737,251460.4524,150507.3881,26225.89655,5.738884381,359902.1288,928716.4317
276.4833333,309.8166667,2.5,2.5,401967.8405,421637.2629,428193.737,247784.7025,154183.138,26225.89655,5.879041645,359902.1288,928716.4317
276.4833333,310.2333333,0,0,400535.9788,422267.9972,429512.0033,252076.0055,148459.9733,28976.02443,5.123545282,329842.5638,939376.7559
276.4833333,310.2333333,0,2.5,400535.9788,422267.9972,429512.0033,248395.2702,152140.7086,28976.02443,5.250572209,329842.5638,939376.7559
276.4833333,310.2333333,0,5,400535.9788,422267.9972,429512.0033,244743.8463,155792.1326,28976.02443,5.376587562,329842.5638,939376.7559
276.4833333,310.2333333,0,7.5,400535.9788,422267.9972,429512.0033,241120.3644,159415.6144,28976.02443,5.501638598,329842.5638,939376.7559
276.4833333,310.2333333,0,10,400535.9788,422267.9972,429512.0033,237523.5658,163012.413,28976.02443,5.625768758,329842.5638,939376.7559
276.4833333,310.2333333,2.5,0,401967.8405,421875.337,428511.1692,252076.0055,149891.8349,26543.32878,5.647062436,359902.1288,939376.7559
276.4833333,310.2333333,2.5,2.5,401967.8405,421875.337,428511.1692,248395.2702,153572.5703,26543.32878,5.785731379,359902.1288,939376.7559
276.4833333,310.2333333,2.5,5,401967.8405,421875.337,428511.1692,244743.8463,157223.9942,26543.32878,5.923296037,359902.1288,939376.7559
276.4833333,310.65,0,0,400535.9788,422505.9201,429829.2339,252692.4141,147843.5647,29293.25503,5.047017294,329842.5638,950128.6888
276.4833333,310.65,0,2.5,400535.9788,422505.9201,429829.2339,249006.6519,151529.327,29293.25503,5.172840193,329842.5638,950128.6888
276.4833333,310.65,0,5,400535.9788,422505.9201,429829.2339,245350.4409,155185.5379,29293.25503,5.29765428,329842.5638,950128.6888
276.4833333,310.65,0,7.5,400535.9788,422505.9201,429829.2339,241722.3923,158813.5865,29293.25503,5.421506977,329842.5638,950128.6888
276.4833333,310.65,0,10,400535.9788,422505.9201,429829.2339,238121.2296,162414.7492,29293.25503,5.544441853,329842.5638,950128.6888
276.4833333,310.65,2.5,0,401967.8405,422112.6943,428827.6456,252692.4141,149275.4264,26859.80512,5.557576671,359902.1288,950128.6888
276.4833333,310.65,2.5,2.5,401967.8405,422112.6943,428827.6456,249006.6519,152961.1886,26859.80512,5.694798897,359902.1288,950128.6888
276.4833333,310.65,2.5,5,401967.8405,422112.6943,428827.6456,245350.4409,156617.3995,26859.80512,5.830920916,359902.1288,950128.6888
276.4833333,310.65,2.5,7.5,401967.8405,422112.6943,428827.6456,241722.3923,160245.4481,26859.80512,5.965994444,359902.1288,950128.6888
276.4833333,311.0666667,0,0,400535.9788,422743.127,430145.5097,253309.6853,147226.2935,29609.53088,4.972260252,329842.5638,960972.7451
276.4833333,311.0666667,0,2.5,400535.9788,422743.127,430145.5097,249618.8541,150917.1247,29609.53088,5.096910361,329842.5638,960972.7451
276.4833333,311.0666667,0,5,400535.9788,422743.127,430145.5097,245957.8177,154578.1612,29609.53088,5.220554212,329842.5638,960972.7451
276.4833333,311.0666667,0,7.5,400535.9788,422743.127,430145.5097,242325.1668,158210.812,29609.53088,5.343239399,329842.5638,960972.7451
276.4833333,311.0666667,0,10,400535.9788,422743.127,430145.5097,238719.6074,161816.3714,29609.53088,5.465009631,329842.5638,960972.7451
276.4833333,311.0666667,2.5,0,401967.8405,422349.3356,429143.1673,253309.6853,148658.1551,27175.32683,5.470335501,359902.1288,960972.7451
276.4833333,311.0666667,2.5,2.5,401967.8405,422349.3356,429143.1673,249618.8541,152348.9864,27175.32683,5.606151025,359902.1288,960972.7451
276.4833333,311.0666667,2.5,5,401967.8405,422349.3356,429143.1673,245957.8177,156010.0228,27175.32683,5.740870156,359902.1288,960972.7451
276.4833333,311.0666667,2.5,7.5,401967.8405,422349.3356,429143.1673,242325.1668,159642.6736,27175.32683,5.874544753,359902.1288,960972.7451
276.4833333,311.4833333,0,0,400535.9788,422979.6188,430460.8321,253927.8267,146608.1522,29924.85326,4.899210395,329842.5638,971909.4416
276.4833333,311.4833333,0,2.5,400535.9788,422979.6188,430460.8321,250231.8837,150304.0952,29924.85326,5.022717867,329842.5638,971909.4416
276.4833333,311.4833333,0,5,400535.9788,422979.6188,430460.8321,246565.9826,153969.9962,29924.85326,5.145221426,329842.5638,971909.4416
276.4833333,311.4833333,0,7.5,400535.9788,422979.6188,430460.8321,242928.6937,157607.2852,29924.85326,5.266768855,329842.5638,971909.4416
276.4833333,311.4833333,0,10,400535.9788,422979.6188,430460.8321,239318.7044,161217.2744,29924.85326,5.387404008,329842.5638,971909.4416
276.4833333,311.4833333,2.5,0,401967.8405,422585.2618,429457.7356,253927.8267,148040.0138,27489.89516,5.385252034,359902.1288,971909.4416
276.4833333,311.4833333,2.5,2.5,401967.8405,422585.2618,429457.7356,250231.8837,151735.9568,27489.89516,5.519699363,359902.1288,971909.4416
276.4833333,311.4833333,2.5,5,401967.8405,422585.2618,429457.7356,246565.9826,155401.8578,27489.89516,5.653053856,359902.1288,971909.4416
276.4833333,311.4833333,2.5,7.5,401967.8405,422585.2618,429457.7356,242928.6937,159039.1468,27489.89516,5.785367528,359902.1288,971909.4416
276.4833333,311.4833333,2.5,10,401967.8405,422585.2618,429457.7356,239318.7044,162649.136,27489.89516,5.916688119,359902.1288,971909.4416
276.4833333,311.4833333,5,0,403383.6464,422212.2292,428488.4234,253927.8267,149455.8198,25104.77701,5.953282107,392014.3946,971909.4416
276.4833333,311.9,0,0,400535.9788,423215.3964,430775.2023,254546.8455,145989.1333,30239.22346,4.827806954,329842.5638,982939.2965
276.4833333,311.9,0,2.5,400535.9788,423215.3964,430775.2023,250845.7474,149690.2314,30239.22346,4.950200907,329842.5638,982939.2965
276.4833333,311.9,0,5,400535.9788,423215.3964,430775.2023,247174.9421,153361.0367,30239.22346,5.07159309,329842.5638,982939.2965
276.4833333,311.9,0,7.5,400535.9788,423215.3964,430775.2023,243532.9786,157003.0002,30239.22346,5.192031484,329842.5638,982939.2965
276.4833333,311.9,0,10,400535.9788,423215.3964,430775.2023,239918.526,160617.4529,30239.22346,5.311560104,329842.5638,982939.2965
276.4833333,311.9,2.5,0,401967.8405,422820.474,429771.3518,254546.8455,147420.9949,27803.51137,5.302243768,359902.1288,982939.2965
276.4833333,311.9,2.5,2.5,401967.8405,422820.474,429771.3518,250845.7474,151122.093,27803.51137,5.43535998,359902.1288,982939.2965
276.4833333,311.9,2.5,5,401967.8405,422820.474,429771.3518,247174.9421,154792.8983,27803.51137,5.567386661,359902.1288,982939.2965
276.4833333,311.9,2.5,7.5,401967.8405,422820.474,429771.3518,243532.9786,158434.8619,27803.51137,5.698375998,359902.1288,982939.2965
276.4833333,311.9,2.5,10,401967.8405,422820.474,429771.3518,239918.526,162049.3145,27803.51137,5.82837586,359902.1288,982939.2965
276.4833333,311.9,5,0,403383.6464,422446.9053,428801.325,254546.8455,148836.8009,25417.67856,5.855641006,392014.3946,982939.2965
276.4833333,312.3166667,0,0,400535.9788,423450.4609,431088.6216,255166.7496,145369.2292,30552.64274,4.757991982,329842.5638,994062.83
276.4833333,312.3166667,0,2.5,400535.9788,423450.4609,431088.6216,251460.4524,149075.5264,30552.64274,4.879300547,329842.5638,994062.83
276.4833333,312.3166667,0,5,400535.9788,423450.4609,431088.6216,247784.7025,152751.2764,30552.64274,4.999609286,329842.5638,994062.83
276.4833333,312.3166667,0,7.5,400535.9788,423450.4609,431088.6216,244138.0275,156397.9514,30552.64274,5.118966391,329842.5638,994062.83
276.4833333,312.3166667,0,10,400535.9788,423450.4609,431088.6216,240519.0775,160016.9014,30552.64274,5.237416047,329842.5638,994062.83
276.4833333,312.3166667,2.5,0,401967.8405,423054.973,430084.0172,255166.7496,146801.0908,28116.17675,5.221232323,359902.1288,994062.83
276.4833333,312.3166667,2.5,2.5,401967.8405,423054.973,430084.0172,251460.4524,150507.3881,28116.17675,5.353053135,359902.1288,994062.83
276.4833333,312.3166667,2.5,5,401967.8405,423054.973,430084.0172,247784.7025,154183.138,28116.17675,5.483787478,359902.1288,994062.83
276.4833333,312.3166667,2.5,7.5,401967.8405,423054.973,430084.0172,244138.0275,157829.813,28116.17675,5.613487723,359902.1288,994062.83
276.4833333,312.3166667,2.5,10,401967.8405,423054.973,430084.0172,240519.0775,161448.763,28116.17675,5.742201881,359902.1288,994062.83
276.4833333,312.3166667,5,0,403383.6464,422680.8684,429113.2758,255166.7496,148216.8968,25729.62933,5.76055313,392014.3946,994062.83
276.4833333,312.3166667,5,2.5,403383.6464,422680.8684,429113.2758,251460.4524,151923.194,25729.62933,5.90460096,392014.3946,994062.83
276.4833333,312.7333333,0,0,400535.9788,423684.8131,431401.0912,255787.5467,144748.4321,30865.1124,4.68971019,329842.5638,1005280.564
276.4833333,312.7333333,0,2.5,400535.9788,423684.8131,431401.0912,252076.0055,148459.9733,30865.1124,4.809960559,329842.5638,1005280.564
276.4833333,312.7333333,0,5,400535.9788,423684.8131,431401.0912,248395.2702,152140.7086,30865.1124,4.929212849,329842.5638,1005280.564
276.4833333,312.7333333,0,7.5,400535.9788,423684.8131,431401.0912,244743.8463,155792.1326,30865.1124,5.047515478,329842.5638,1005280.564
276.4833333,312.7333333,0,10,400535.9788,423684.8131,431401.0912,241120.3644,159415.6144,30865.1124,5.164912811,329842.5638,1005280.564
276.4833333,312.7333333,2.5,0,401967.8405,423288.7599,430395.733,255787.5467,146180.2938,28427.89255,5.142143179,359902.1288,1005280.564
276.4833333,312.7333333,2.5,2.5,401967.8405,423288.7599,430395.733,252076.0055,149891.8349,28427.89255,5.27270302,359902.1288,1005280.564
276.4833333,312.7333333,2.5,5,401967.8405,423288.7599,430395.733,248395.2702,153572.5703,28427.89255,5.402179215,359902.1288,1005280.564
276.4833333,312.7333333,2.5,7.5,401967.8405,423288.7599,430395.733,244743.8463,157223.9942,28427.89255,5.53062433,359902.1288,1005280.564
276.4833333,312.7333333,2.5,10,401967.8405,423288.7599,430395.733,241120.3644,160847.4761,28427.89255,5.658086535,359902.1288,1005280.564
276.4833333,312.7333333,5,0,403383.6464,422914.1194,429424.277,255787.5467,147596.0997,26040.63058,5.667915733,392014.3946,1005280.564
276.4833333,312.7333333,5,2.5,403383.6464,422914.1194,429424.277,252076.0055,151307.6409,26040.63058,5.810444584,392014.3946,1005280.564
276.4833333,312.7333333,5,5,403383.6464,422914.1194,429424.277,248395.2702,154988.3762,26040.63058,5.951790444,392014.3946,1005280.564
276.4833333,313.15,0,0,400535.9788,423918.4541,431712.6126,256409.2446,144126.7343,31176.63372,4.622908796,329842.5638,1016593.022
276.4833333,313.15,0,2.5,400535.9788,423918.4541,431712.6126,252692.4141,147843.5647,31176.63372,4.742127263,329842.5638,1016593.022
276.4833333,313.15,0,5,400535.9788,423918.4541,431712.6126,249006.6519,151529.327,31176.63372,4.860349207,329842.5638,1016593.022
276.4833333,313.15,0,7.5,400535.9788,423918.4541,431712.6126,245350.4409,155185.5379,31176.63372,4.977623282,329842.5638,1016593.022
276.4833333,313.15,0,10,400535.9788,423918.4541,431712.6126,241722.3923,158813.5865,31176.63372,5.093994045,329842.5638,1016593.022
276.4833333,313.15,2.5,0,401967.8405,423521.8355,430706.5005,256409.2446,145558.5959,28738.66006,5.064905447,359902.1288,1016593.022
276.4833333,313.15,2.5,2.5,401967.8405,423521.8355,430706.5005,252692.4141,149275.4264,28738.66006,5.194237519,359902.1288,1016593.022
276.4833333,313.15,2.5,5,401967.8405,423521.8355,430706.5005,249006.6519,152961.1886,28738.66006,5.322488531,359902.1288,1016593.022
276.4833333,313.15,2.5,7.5,401967.8405,423521.8355,430706.5005,245350.4409,156617.3995,28738.66006,5.449711265,359902.1288,1016593.022
276.4833333,313.15,2.5,10,401967.8405,423521.8355,430706.5005,241722.3923,160245.4481,28738.66006,5.575954056,359902.1288,1016593.022
276.4833333,313.15,5,0,403383.6464,423146.6591,429734.33,256409.2446,146974.4019,26350.68356,5.577631469,392014.3946,1016593.022
276.4833333,313.15,5,2.5,403383.6464,423146.6591,429734.33,252692.4141,150691.2323,26350.68356,5.718683994,392014.3946,1016593.022
276.4833333,313.15,5,5,403383.6464,423146.6591,429734.33,249006.6519,154376.9946,26350.68356,5.858557491,392014.3946,1016593.022
276.4833333,313.15,5,7.5,403383.6464,423146.6591,429734.33,245350.4409,158033.2055,26350.68356,5.997309523,392014.3946,1016593.022
276.4833333,313.5666667,0,0,400535.9788,424151.3848,432023.1868,257031.8512,143504.1276,31487.208,4.557537384,329842.5638,1028000.73
276.4833333,313.5666667,0,2.5,400535.9788,424151.3848,432023.1868,253309.6853,147226.2935,31487.208,4.675749386,329842.5638,1028000.73
276.4833333,313.5666667,0,5,400535.9788,424151.3848,432023.1868,249618.8541,150917.1247,31487.208,4.792966233,329842.5638,1028000.73
276.4833333,313.5666667,0,7.5,400535.9788,424151.3848,432023.1868,245957.8177,154578.1612,31487.208,4.909236828,329842.5638,1028000.73
276.4833333,313.5666667,0,10,400535.9788,424151.3848,432023.1868,242325.1668,158210.812,31487.208,5.024605928,329842.5638,1028000.73
276.4833333,313.5666667,2.5,0,401967.8405,423754.2009,431016.321,257031.8512,144935.9892,29048.48057,4.989451647,359902.1288,1028000.73
276.4833333,313.5666667,2.5,2.5,401967.8405,423754.2009,431016.321,253309.6853,148658.1551,29048.48057,5.117587984,359902.1288,1028000.73
276.4833333,313.5666667,2.5,5,401967.8405,423754.2009,431016.321,249618.8541,152348.9864,29048.48057,5.244645619,359902.1288,1028000.73
276.4833333,313.5666667,2.5,7.5,401967.8405,423754.2009,431016.321,245957.8177,156010.0228,29048.48057,5.370677561,359902.1288,1028000.73
276.4833333,313.5666667,2.5,10,401967.8405,423754.2009,431016.321,242325.1668,159642.6736,29048.48057,5.495732324,359902.1288,1028000.73
276.4833333,313.5666667,5,0,403383.6464,423378.4886,430043.436,257031.8512,146351.7952,26659.78956,5.489608042,392014.3946,1028000.73
276.4833333,313.5666667,5,2.5,403383.6464,423378.4886,430043.436,253309.6853,150073.9611,26659.78956,5.629225269,392014.3946,1028000.73
276.4833333,313.5666667,5,5,403383.6464,423378.4886,430043.436,249618.8541,153764.7923,26659.78956,5.767667144,392014.3946,1028000.73
276.4833333,313.5666667,5,7.5,403383.6464,423378.4886,430043.436,245957.8177,157425.8287,26659.78956,5.904991424,392014.3946,1028000.73
276.4833333,313.9833333,0,0,400535.9788,424383.6062,432332.8154,257655.3748,142880.604,31796.83654,4.493547771,329842.5638,1039504.215
276.4833333,313.9833333,0,2.5,400535.9788,424383.6062,432332.8154,253927.8267,146608.1522,31796.83654,4.61077793,329842.5638,1039504.215
276.4833333,313.9833333,0,5,400535.9788,424383.6062,432332.8154,250231.8837,150304.0952,31796.83654,4.727014115,329842.5638,1039504.215
276.4833333,313.9833333,0,7.5,400535.9788,424383.6062,432332.8154,246565.9826,153969.9962,31796.83654,4.842305491,329842.5638,1039504.215
276.4833333,313.9833333,0,10,400535.9788,424383.6062,432332.8154,242928.6937,157607.2852,31796.83654,4.956697027,329842.5638,1039504.215
276.4833333,313.9833333,2.5,0,401967.8405,423985.857,431325.1958,257655.3748,144312.4656,29357.35535,4.915717505,359902.1288,1039504.215
276.4833333,313.9833333,2.5,2.5,401967.8405,423985.857,431325.1958,253927.8267,148040.0138,29357.35535,5.042689031,359902.1288,1039504.215
276.4833333,313.9833333,2.5,5,401967.8405,423985.857,431325.1958,250231.8837,151735.9568,29357.35535,5.168583987,359902.1288,1039504.215
276.4833333,313.9833333,2.5,7.5,401967.8405,423985.857,431325.1958,246565.9826,155401.8578,29357.35535,5.293455625,359902.1288,1039504.215
276.4833333,313.9833333,2.5,10,401967.8405,423985.857,431325.1958,242928.6937,159039.1468,29357.35535,5.417352649,359902.1288,1039504.215
276.4833333,313.9833333,5,0,403383.6464,423609.6088,430351.5963,257655.3748,145728.2716,26967.94985,5.403757882,392014.3946,1039504.215
276.4833333,313.9833333,5,2.5,403383.6464,423609.6088,430351.5963,253927.8267,149455.8198,26967.94985,5.541979297,392014.3946,1039504.215
276.4833333,313.9833333,5,5,403383.6464,423609.6088,430351.5963,250231.8837,153151.7628,26967.94985,5.679028758,392014.3946,1039504.215
276.4833333,313.9833333,5,7.5,403383.6464,423609.6088,430351.5963,246565.9826,156817.6638,26967.94985,5.814964231,392014.3946,1039504.215
276.4833333,313.9833333,5,10,403383.6464,423609.6088,430351.5963,242928.6937,160454.9528,26967.94985,5.949838739,392014.3946,1039504.215
276.4833333,313.9833333,7.5,0,404782.4225,423252.9097,429409.7387,257655.3748,147127.0476,24627.31626,5.974140506,426269.6166,1039504.215
276.4833333,314.4,0,0,400535.9788,424615.1193,432641.4995,258279.8236,142256.1552,32105.52065,4.430893888,329842.5638,1051104.007
276.4833333,314.4,0,2.5,400535.9788,424615.1193,432641.4995,254546.8455,145989.1333,32105.52065,4.547166043,329842.5638,1051104.007
276.4833333,314.4,0,5,400535.9788,424615.1193,432641.4995,250845.7474,149690.2314,32105.52065,4.662445223,329842.5638,1051104.007
276.4833333,314.4,0,7.5,400535.9788,424615.1193,432641.4995,247174.9421,153361.0367,32105.52065,4.776780866,329842.5638,1051104.007
276.4833333,314.4,0,10,400535.9788,424615.1193,432641.4995,243532.9786,157003.0002,32105.52065,4.890218164,329842.5638,1051104.007
276.4833333,314.4,2.5,0,401967.8405,424216.8047,431633.1262,258279.8236,143688.0168,29665.2857,4.843641766,359902.1288,1051104.007
